"","x","y","span"
"26...326",0.12943143812709,0.934801124831844,0.2
"27...327",0.132608695652174,0.929115890281971,0.2
"28...328",0.135785953177258,0.927678781479239,0.2
"29...329",0.138963210702341,0.930509363201726,0.2
"30...330",0.142140468227425,0.93701425170053,0.2
"31...331",0.145317725752508,0.946600063226749,0.2
"32...332",0.148494983277592,0.95867341403148,0.2
"33...333",0.151672240802676,0.972640920365822,0.2
"34...334",0.154849498327759,0.987909198480873,0.2
"35...335",0.158026755852843,1.00388486462773,0.2
"36...336",0.161204013377926,1.01997453505749,0.2
"37...337",0.16438127090301,1.03558482602126,0.2
"38...338",0.167558528428094,1.05012235377012,0.2
"39...339",0.170735785953177,1.06299373455519,0.2
"40...340",0.173913043478261,1.07360558462755,0.2
"41...341",0.177090301003344,1.08136452023831,0.2
"42...342",0.180267558528428,1.08902154332323,0.2
"43...343",0.183444816053512,1.10349298090943,0.2
"44...344",0.186622073578595,1.12245054601046,0.2
"45...345",0.189799331103679,1.14310403814646,0.2
"46...346",0.192976588628763,1.16266325683757,0.2
"47...347",0.196153846153846,1.17833800160393,0.2
"48...348",0.19933110367893,1.18733807196567,0.2
"49...349",0.202508361204013,1.18855218258201,0.2
"50...350",0.205685618729097,1.18474235902509,0.2
"51...351",0.208862876254181,1.17683368968756,0.2
"52...352",0.212040133779264,1.1656548480124,0.2
"53...353",0.215217391304348,1.1520345074426,0.2
"54...354",0.218394648829431,1.13680134142112,0.2
"55...355",0.221571906354515,1.12078402339094,0.2
"56...356",0.224749163879599,1.10481122679505,0.2
"57...357",0.227926421404682,1.08971162507641,0.2
"58...358",0.231103678929766,1.07631389167801,0.2
"59...359",0.23428093645485,1.06544670004281,0.2
"60...360",0.237458193979933,1.05793872361381,0.2
"61...361",0.240635451505017,1.05178831555052,0.2
"62...362",0.2438127090301,1.04461041419422,0.2
"63...363",0.246989966555184,1.03710412179417,0.2
"64...364",0.250167224080268,1.02997049467605,0.2
"65...365",0.253344481605351,1.02391058916553,0.2
"66...366",0.256521739130435,1.01950144073156,0.2
"67...367",0.259698996655518,1.01533371563131,0.2
"68...368",0.262876254180602,1.01090826706171,0.2
"69...369",0.266053511705686,1.00634929325099,0.2
"70...370",0.269230769230769,1.00178099242738,0.2
"71...371",0.272408026755853,0.99732756281912,0.2
"72...372",0.275585284280936,0.993113202654434,0.2
"73...373",0.27876254180602,0.989262110161553,0.2
"74...374",0.281939799331104,0.985898483568709,0.2
"75...375",0.285117056856187,0.983146521104133,0.2
"76...376",0.288294314381271,0.981130420996056,0.2
"77...377",0.291471571906354,0.979974381472709,0.2
"78...378",0.294648829431438,0.980016151065109,0.2
"79...379",0.297826086956522,0.982006389211527,0.2
"80...380",0.301003344481605,0.985765338442384,0.2
"81...381",0.304180602006689,0.991028500444436,0.2
"82...382",0.307357859531773,0.99753137690444,0.2
"83...383",0.310535117056856,1.00500946950916,0.2
"84...384",0.31371237458194,1.01319827994534,0.2
"85...385",0.316889632107023,1.02183330989975,0.2
"86...386",0.320066889632107,1.03065006105914,0.2
"87...387",0.323244147157191,1.03938403511027,0.2
"88...388",0.326421404682274,1.04777073373989,0.2
"89...389",0.329598662207358,1.05554565863478,0.2
"90...390",0.332775919732441,1.06244431148167,0.2
"91...391",0.335953177257525,1.06820219396733,0.2
"92...392",0.339130434782609,1.07255480777853,0.2
"93...393",0.342307692307692,1.07503488391337,0.2
"94...394",0.345484949832776,1.07522205295737,0.2
"95...395",0.348662207357859,1.073527261005,0.2
"96...396",0.351839464882943,1.07039456293312,0.2
"97...397",0.355016722408027,1.06626801361861,0.2
"98...398",0.35819397993311,1.06159166793832,0.2
"99...399",0.361371237458194,1.05680958076913,0.2
"100...400",0.364548494983278,1.05236580698791,0.2
"101...401",0.367725752508361,1.04870440147152,0.2
"102...402",0.370903010033445,1.04626941909684,0.2
"103...403",0.374080267558528,1.04550491474073,0.2
"104...404",0.377257525083612,1.04685494328007,0.2
"105...405",0.380434782608696,1.05069292627052,0.2
"106...406",0.383612040133779,1.05629781347381,0.2
"107...407",0.386789297658863,1.06320568297065,0.2
"108...408",0.389966555183946,1.07121560728553,0.2
"109...409",0.39314381270903,1.08012665894294,0.2
"110...410",0.396321070234114,1.08973791046737,0.2
"111...411",0.399498327759197,1.0998484343833,0.2
"112...412",0.402675585284281,1.11025730321523,0.2
"113...413",0.405852842809365,1.12076358948763,0.2
"114...414",0.409030100334448,1.131166365725,0.2
"115...415",0.412207357859532,1.14167761298646,0.2
"116...416",0.415384615384615,1.15417168622337,0.2
"117...417",0.418561872909699,1.16809502973955,0.2
"118...418",0.421739130434783,1.1824882104931,0.2
"119...419",0.424916387959866,1.19639179544212,0.2
"120...420",0.42809364548495,1.20884635154471,0.2
"121...421",0.431270903010033,1.22093266860686,0.2
"122...422",0.434448160535117,1.23547400247707,0.2
"123...423",0.437625418060201,1.25204844068217,0.2
"124...424",0.440802675585284,1.27017507205303,0.2
"125...425",0.443979933110368,1.28937298542055,0.2
"126...426",0.447157190635451,1.3091612696156,0.2
"127...427",0.450334448160535,1.32905901346907,0.2
"128...428",0.453511705685619,1.34858530581183,0.2
"129...429",0.456688963210702,1.36725923547478,0.2
"130...430",0.459866220735786,1.3845998912888,0.2
"131...431",0.46304347826087,1.40012636208476,0.2
"132...432",0.466220735785953,1.41335773669356,0.2
"133...433",0.469397993311037,1.42381310394607,0.2
"134...434",0.47257525083612,1.43101155267317,0.2
"135...435",0.475752508361204,1.43435733257586,0.2
"136...436",0.478929765886288,1.4325436379513,0.2
"137...437",0.482107023411371,1.42621794165372,0.2
"138...438",0.485284280936455,1.41651489874002,0.2
"139...439",0.488461538461538,1.40456916426709,0.2
"140...440",0.491638795986622,1.3915153932918,0.2
"141...441",0.494816053511706,1.37848824087105,0.2
"142...442",0.497993311036789,1.36662236206172,0.2
"143...443",0.501170568561873,1.3570524119207,0.2
"144...444",0.504347826086956,1.34803525467052,0.2
"145...445",0.50752508361204,1.33722313569969,0.2
"146...446",0.510702341137124,1.32525988031763,0.2
"147...447",0.513879598662207,1.31279102549082,0.2
"148...448",0.517056856187291,1.30046210818573,0.2
"149...449",0.520234113712375,1.28891866536884,0.2
"150...450",0.523411371237458,1.27880623400662,0.2
"151...451",0.526588628762542,1.27077035106555,0.2
"152...452",0.529765886287625,1.2654565535121,0.2
"153...453",0.532943143812709,1.26351037831274,0.2
"154...454",0.536120401337793,1.26557736243397,0.2
"155...455",0.539297658862876,1.27373099075309,0.2
"156...456",0.54247491638796,1.30838184799463,0.2
"157...457",0.545652173913043,1.31933609428271,0.2
"158...458",0.548829431438127,1.33180657446693,0.2
"159...459",0.552006688963211,1.34727533244772,0.2
"160...460",0.555183946488294,1.36533454385432,0.2
"161...461",0.558361204013378,1.38557638431596,0.2
"162...462",0.561538461538462,1.40759302946187,0.2
"163...463",0.564715719063545,1.43097665492129,0.2
"164...464",0.567892976588629,1.45531943632344,0.2
"165...465",0.571070234113712,1.48021354929756,0.2
"166...466",0.574247491638796,1.50525116947288,0.2
"167...467",0.57742474916388,1.53002447247864,0.2
"168...468",0.580602006688963,1.55412563394406,0.2
"169...469",0.583779264214047,1.57714682949839,0.2
"170...470",0.58695652173913,1.59868023477084,0.2
"171...471",0.590133779264214,1.61831802539066,0.2
"172...472",0.593311036789298,1.63565237698708,0.2
"173...473",0.596488294314381,1.65027546518932,0.2
"174...474",0.599665551839465,1.66177946562663,0.2
"175...475",0.602842809364548,1.6697539516149,0.2
"176...476",0.606020066889632,1.67369573243206,0.2
"177...477",0.609197324414716,1.67388576009922,0.2
"178...478",0.612374581939799,1.67095385321326,0.2
"179...479",0.615551839464883,1.66552983037109,0.2
"180...480",0.618729096989967,1.65824351016959,0.2
"181...481",0.62190635451505,1.64972471120566,0.2
"182...482",0.625083612040134,1.64060325207621,0.2
"183...483",0.628260869565217,1.63150895137811,0.2
"184...484",0.631438127090301,1.62307162770827,0.2
"185...485",0.634615384615385,1.61592109966357,0.2
"186...486",0.637792642140468,1.61068718584093,0.2
"187...487",0.640969899665552,1.60633508817068,0.2
"188...488",0.644147157190635,1.60073146600408,0.2
"189...489",0.647324414715719,1.59433401111655,0.2
"190...490",0.650501672240803,1.58763630238147,0.2
"191...491",0.653678929765886,1.58113191867221,0.2
"192...492",0.65685618729097,1.57531443886213,0.2
"193...493",0.660033444816054,1.57067744182461,0.2
"194...494",0.663210702341137,1.56771450643302,0.2
"195...495",0.666387959866221,1.56555031630565,0.2
"196...496",0.669565217391304,1.56291523770855,0.2
"197...497",0.672742474916388,1.56008076952567,0.2
"198...498",0.675919732441472,1.55732123044123,0.2
"199...499",0.679096989966555,1.55491093913944,0.2
"200...500",0.682274247491639,1.55312421430453,0.2
"201...501",0.685451505016722,1.55223537462073,0.2
"202...502",0.688628762541806,1.55251873877224,0.2
"203...503",0.69180602006689,1.5542486254433,0.2
"204...504",0.694983277591973,1.55913877679614,0.2
"205...505",0.698160535117057,1.56744901613219,0.2
"206...506",0.70133779264214,1.57720081794273,0.2
"207...507",0.704515050167224,1.58641557743092,0.2
"208...508",0.707692307692308,1.5931146897999,0.2
"209...509",0.710869565217391,1.59757324074433,0.2
"210...510",0.714046822742475,1.60428753995043,0.2
"211...511",0.717224080267558,1.61279518454838,0.2
"212...512",0.720401337792642,1.62234566165856,0.2
"213...513",0.723578595317726,1.63218845840138,0.2
"214...514",0.726755852842809,1.64157306189723,0.2
"215...515",0.729933110367893,1.64974895926651,0.2
"216...516",0.733110367892977,1.6559656376296,0.2
"217...517",0.73628762541806,1.66153439098641,0.2
"218...518",0.739464882943144,1.66837497771722,0.2
"219...519",0.742642140468227,1.67542777654246,0.2
"220...520",0.745819397993311,1.68161383943605,0.2
"221...521",0.748996655518395,1.68585421837191,0.2
"222...522",0.752173913043478,1.6869418770361,0.2
"223...523",0.755351170568562,1.68373613912659,0.2
"224...524",0.758528428093646,1.677255275147,0.2
"225...525",0.761705685618729,1.66881234764689,0.2
"226...526",0.764882943143813,1.65972041917579,0.2
"227...527",0.768060200668896,1.65129255228325,0.2
"228...528",0.77123745819398,1.64484180951881,0.2
"229...529",0.774414715719064,1.64059928570866,0.2
"230...530",0.777591973244147,1.63748116589159,0.2
"231...531",0.780769230769231,1.63545436751229,0.2
"232...532",0.783946488294314,1.6344979098117,0.2
"233...533",0.787123745819398,1.63459081203076,0.2
"234...534",0.790301003344482,1.63571209341039,0.2
"235...535",0.793478260869565,1.63784077319152,0.2
"236...536",0.796655518394649,1.6409558706151,0.2
"237...537",0.799832775919732,1.64503640492205,0.2
"238...538",0.803010033444816,1.65006139535331,0.2
"239...539",0.8061872909699,1.6560098611498,0.2
"240...540",0.809364548494983,1.66286082155247,0.2
"241...541",0.812541806020067,1.67059329580225,0.2
"242...542",0.81571906354515,1.67918630314006,0.2
"243...543",0.818896321070234,1.68861886280685,0.2
"244...544",0.822073578595318,1.69886999404354,0.2
"245...545",0.825250836120401,1.70991871609106,0.2
"246...546",0.828428093645485,1.72174404819036,0.2
"247...547",0.831605351170569,1.73432500958237,0.2
"248...548",0.834782608695652,1.74764061950801,0.2
"249...549",0.837959866220736,1.76241914180531,0.2
"250...550",0.841137123745819,1.7829889038673,0.2
"251...551",0.844314381270903,1.80171228435474,0.2
"252...552",0.847491638795987,1.81757588992245,0.2
"253...553",0.85066889632107,1.83524746651975,0.2
"254...554",0.853846153846154,1.85439387557521,0.2
"255...555",0.857023411371237,1.87468197851746,0.2
"256...556",0.860200668896321,1.89577863677509,0.2
"257...557",0.863377926421405,1.91735071177669,0.2
"258...558",0.866555183946488,1.93906506495088,0.2
"259...559",0.869732441471572,1.96058855772625,0.2
"260...560",0.872909698996655,1.9815880515314,0.2
